Date,Open,High,Low,Close,Adj Close,Volume
4/30/2018,30530.40039,30853.13086,30483.91016,30808.44922,30808.44922,1923280800
4/27/2018,30300.83008,30336,30019.11914,30280.66992,30280.66992,1610929100
4/26/2018,30378.15039,30463.41992,29871.19922,30007.67969,30007.67969,1765452500
4/25/2018,30486.85938,30507.18945,30244.16016,30328.15039,30328.15039,1674472500
4/24/2018,30353.83008,30665.09961,30335.28906,30636.24023,30636.24023,1741299100
4/23/2018,30327.0293,30481.85938,30184.44922,30254.40039,30254.40039,1516737400
4/20/2018,30647.93945,30848.4707,30355.78906,30418.33008,30418.33008,1661298600
4/19/2018,30532.94922,30761.4707,30451,30708.43945,30708.43945,2221670500
4/18/2018,30469.94922,30487.16992,29979.40039,30284.25,30284.25,2001652800
4/17/2018,30354.89063,30477.78906,30012.69922,30062.75,30062.75,1916884600
4/16/2018,30849.7207,30849.7207,30190.75,30315.58984,30315.58984,1827774700
4/13/2018,31076.75977,31076.75977,30707.76953,30808.38086,30808.38086,1406304600
4/12/2018,31094.10938,31094.10938,30637.14063,30831.2793,30831.2793,1754477200
4/11/2018,30761.23047,31021.11914,30723.07031,30897.71094,30897.71094,2291863000
4/10/2018,30205.08984,30806.85938,30163.08984,30728.74023,30728.74023,2270263700
4/9/2018,30104.32031,30514.80078,29909.36914,30229.58008,30229.58008,1841272200
4/6/2018,29750.24023,29980.56055,29608.33008,29844.93945,29844.93945,1698284100
4/4/2018,30244.2207,30329.08008,29518.68945,29518.68945,29518.68945,1816082600
4/3/2018,29927.88086,30269.2793,29755.35938,30180.09961,30180.09961,1908642500
3/29/2018,30154.17969,30252.94922,29819.63086,30093.38086,30093.38086,2167328200
3/28/2018,30510.38086,30637.21094,30022.5293,30022.5293,30022.5293,2209028300
3/27/2018,30985.75,30985.75,30738.75977,30790.83008,30790.83008,2049855800
3/26/2018,30267.07031,30548.76953,29995.16016,30548.76953,30548.76953,2317282800
3/23/2018,29930.23047,30320.31055,29930.23047,30309.28906,30309.28906,3522395400
3/22/2018,31575.92969,31686.66992,31018.43945,31071.05078,31071.05078,2103533300
3/21/2018,31811.98047,31978.14063,31381.53906,31414.51953,31414.51953,2309098300
3/20/2018,31315.41992,31576.05078,31183.40039,31549.92969,31549.92969,1746878600
3/19/2018,31370.4707,31656.30078,31244.61914,31513.75977,31513.75977,1440844700
3/16/2018,31363.0293,31564.7793,31337.44922,31501.9707,31501.9707,2345452800
3/15/2018,31181.15039,31583.38086,31121.66016,31541.09961,31541.09961,1496758200
3/14/2018,31321.78906,31453.48047,31141.84961,31435.00977,31435.00977,1707584900
3/13/2018,31570.19922,31709.99023,31461.4707,31601.44922,31601.44922,2111965400
3/12/2018,31536.30078,31607.58008,31342.48047,31594.33008,31594.33008,2173275800
3/9/2018,30858.26953,30996.21094,30840.80078,30996.21094,30996.21094,1470749100
3/8/2018,30523.67969,30724.0293,30428.60938,30654.51953,30654.51953,1529390000
3/7/2018,30323.76953,30673.08008,30117.40039,30196.91992,30196.91992,2135337500
3/6/2018,30380.96094,30620.06055,30129.80078,30510.73047,30510.73047,2270403000
3/5/2018,30524.25977,30679.4707,29852.41992,29886.39063,29886.39063,2279546200
3/2/2018,30611.09961,30670.93945,30477.94922,30583.44922,30583.44922,2955637100
3/1/2018,30476.99023,31081.67969,30453.82031,31044.25,31044.25,2116269800
2/28/2018,31037.41016,31061.75977,30703.90039,30844.7207,30844.7207,2407877200
2/27/2018,31790.84961,31798.98047,31141.51953,31268.66016,31268.66016,2579124300
2/26/2018,31528.28906,31567.46094,31273.94922,31498.59961,31498.59961,2025591300
2/23/2018,31289.08008,31386.81055,31149.32031,31267.16992,31267.16992,1667179100
2/22/2018,31084.44922,31195.26953,30930.09961,30965.67969,30965.67969,2391326700
2/21/2018,31050.51953,31477.84961,30885.94922,31431.89063,31431.89063,1933845300
2/20/2018,31165.28906,31339.68945,30720.48047,30873.63086,30873.63086,2033432100
2/15/2018,30958.71094,31145.09961,30816.65039,31115.42969,31115.42969,2070618100
2/14/2018,30024.4707,30637.23047,29968.53906,30515.59961,30515.59961,2408651200
2/13/2018,29850.15039,30169,29783.09961,29839.5293,29839.5293,2709197500
2/12/2018,29713.08008,29801.51953,29459.63086,29459.63086,29459.63086,2815461600
2/9/2018,29679.21094,29679.21094,29129.25977,29507.41992,29507.41992,5171294500
2/8/2018,30555.80078,30739.10938,30251.32031,30451.26953,30451.26953,3145081200
2/7/2018,31378.34961,31472.4707,30292.15039,30323.19922,30323.19922,4620281500
2/6/2018,31028.67969,31286.0293,30577.83008,30595.41992,30595.41992,5531270100
2/5/2018,31715.56055,32394.86914,31712.01953,32245.2207,32245.2207,3135015100
2/2/2018,32569.00977,32778.51172,32321.41992,32601.7793,32601.7793,2571367100
2/1/2018,32950.30078,33048.03906,32642.08984,32642.08984,32642.08984,2769125200
1/31/2018,32435.75977,32933.98047,32330.39063,32887.26953,32887.26953,3314255500
1/30/2018,32751.7207,32976.75,32501.34961,32607.28906,32607.28906,3177122400
1/29/2018,33335.48047,33484.07813,32897.03906,32966.89063,32966.89063,3605090600
1/26/2018,32836.28125,33223.57813,32794.12891,33154.12109,33154.12109,3892652400
1/25/2018,32979.37891,32998.05078,32650.2207,32654.44922,32654.44922,3554766400
1/24/2018,32907.23047,33018.71094,32728.50977,32958.69141,32958.69141,3897512100
1/23/2018,32606.14063,32930.69922,32554.23047,32930.69922,32930.69922,3954770600
1/22/2018,32276.96094,32417.23047,32046.83984,32393.41016,32393.41016,2880231400
1/19/2018,32142.16016,32254.89063,31986,32254.89063,32254.89063,2906627500
1/18/2018,32148.44922,32233.81055,31869.69922,32121.93945,32121.93945,3741499700
1/17/2018,31825.51953,31983.41016,31642.26953,31983.41016,31983.41016,3999243800
1/16/2018,31423.61914,31904.75,31423.61914,31904.75,31904.75,3097059200
1/15/2018,31702.56055,31733.17969,31265.25,31338.86914,31338.86914,2664144600
1/12/2018,31298.05078,31412.53906,31198.35938,31412.53906,31412.53906,2327417400
1/11/2018,31066.21094,31133.17969,30950.07031,31120.39063,31120.39063,1794778900
1/10/2018,31009.24023,31267.57031,30928.58008,31073.7207,31073.7207,2595365800
1/9/2018,30933.50977,31056.69922,30852.42969,31011.41016,31011.41016,2004940800
1/8/2018,30895.08984,30929.15039,30732.53906,30899.5293,30899.5293,2004162500
1/5/2018,30893.85938,30911.00977,30638.5293,30814.64063,30814.64063,2263930100
1/4/2018,30691.71094,30796.92969,30560.42969,30736.48047,30736.48047,2995571100
1/3/2018,30658.73047,30724.32031,30456.75977,30560.94922,30560.94922,2309467700
1/2/2018,30028.28906,30515.31055,30028.28906,30515.31055,30515.31055,2442333400
12/29/2017,29914.05078,29997.96094,29849.31055,29919.15039,29919.15039,1365770800
12/28/2017,29684.78906,29873.09961,29661.06055,29863.71094,29863.71094,1339575400
12/27/2017,29632.9707,29693.82031,29516.50977,29597.66016,29597.66016,1725832000
12/22/2017,29505.05078,29578.00977,29413.85938,29578.00977,29578.00977,1282144300
12/21/2017,29209.64063,29431.81055,29145.13086,29367.06055,29367.06055,1440980300
12/20/2017,29199.28906,29326.51953,29159.2793,29234.08984,29234.08984,1308865200
12/19/2017,29193.74023,29339.10938,29144.16992,29253.66016,29253.66016,1633522100
12/18/2017,28923.5293,29143.33008,28821.18945,29050.41016,29050.41016,1637861800
12/15/2017,29000.10938,29017.66016,28738.83984,28848.10938,28848.10938,1999793000
12/14/2017,29335.75977,29367.50977,29047.60938,29166.38086,29166.38086,1959305700
12/13/2017,28856.7793,29276.66992,28707.59961,29222.09961,29222.09961,2574054200
12/12/2017,28972.74023,29066.76953,28745.73047,28793.88086,28793.88086,2135704400
12/11/2017,28645.41016,28998.50977,28645.41016,28965.28906,28965.28906,2127756300
12/8/2017,28400.00977,28705.75977,28344.39063,28639.84961,28639.84961,1747376700
12/7/2017,28366.14063,28478.33984,28134.92969,28303.18945,28303.18945,1782453900
12/6/2017,28850.35938,28929.21094,28204.5293,28224.80078,28224.80078,2605434400
12/5/2017,28898.58008,29124.24023,28838.11914,28842.80078,28842.80078,1439200300
12/4/2017,28951.18945,29343.7793,28803.18945,29138.2793,29138.2793,1624072100
12/1/2017,29261.31055,29345.9707,29028.75977,29074.24023,29074.24023,2086681200
11/30/2017,29340.26953,29353.50977,29127.30078,29177.34961,29177.34961,2435496800
11/29/2017,29813.93945,29831.18945,29563.39063,29623.83008,29623.83008,1434723600
11/28/2017,29608.64063,29687.44922,29334.58984,29680.84961,29680.84961,1744542000
11/27/2017,29857.65039,29859.10938,29610.96094,29686.18945,29686.18945,1485230700
11/24/2017,29788.17969,29918.91992,29696.58984,29866.32031,29866.32031,1534288700
11/23/2017,30033.17969,30169.99023,29593.78906,29707.93945,29707.93945,2099356300
11/22/2017,30087.18945,30199.68945,29911.07031,30003.49023,30003.49023,2474928600
11/21/2017,29369.68945,29818.07031,29343.48047,29818.07031,29818.07031,2467367300
11/20/2017,29227.08008,29299.86914,29089.58008,29260.31055,29260.31055,1619910000
11/17/2017,29214.35938,29341.91992,29158.34961,29199.03906,29199.03906,2068123000
11/16/2017,28963.76953,29095.49023,28877.75977,29018.75977,29018.75977,1501023200
11/15/2017,29026.10938,29106.49023,28851.68945,28851.68945,28851.68945,2046100400
11/14/2017,29272.09961,29320.0293,29143.63086,29152.11914,29152.11914,1697043600
11/13/2017,29058.23047,29258.5,29058.23047,29182.17969,29182.17969,1786820800
11/10/2017,29060.13086,29237.84961,29036.44922,29120.91992,29120.91992,1781772000
11/9/2017,28987.78906,29192.50977,28960.05078,29136.57031,29136.57031,1822998100
11/8/2017,28950.5,29123.43945,28885.07031,28907.59961,28907.59961,1831425800
11/7/2017,28715.40039,29017.40039,28715.07031,28994.33984,28994.33984,2128719800
11/6/2017,28616.34961,28650.78906,28137.76953,28596.80078,28596.80078,2260004000
11/3/2017,28603.50977,28661.28906,28542.66016,28603.60938,28603.60938,1576569100
11/2/2017,28604.94922,28643.58008,28492.19922,28518.64063,28518.64063,2151398900
11/1/2017,28387.55078,28606.58984,28329.5,28594.06055,28594.06055,2316556900
10/31/2017,28247,28354.10938,28183.78906,28245.53906,28245.53906,2447177600
10/30/2017,28585.15039,28650.82031,28336.18945,28336.18945,28336.18945,2133304700
10/27/2017,28332.91016,28494.51953,28305.73047,28438.84961,28438.84961,2255521100
10/26/2017,28165.60938,28316.19922,28102.75,28202.38086,28202.38086,1431611800
10/25/2017,28238.84961,28387.21094,28198.56055,28302.89063,28302.89063,1272809300
10/24/2017,28232.61914,28356.09961,28098.83008,28154.9707,28154.9707,1426893600
10/23/2017,28557.80078,28557.80078,28253.32031,28305.88086,28305.88086,1712055400
10/20/2017,28360.01953,28519.75977,28313.69922,28487.24023,28487.24023,1493189400
10/19/2017,28783.84961,28798.7793,28094.53906,28159.08984,28159.08984,2125428600
10/18/2017,28636.19922,28729.33984,28629.73047,28711.75977,28711.75977,1429159000
10/17/2017,28777.17969,28777.17969,28641.94922,28697.49023,28697.49023,1286878300
10/16/2017,28661.98047,28792.06055,28620.38086,28692.80078,28692.80078,1740653100
10/13/2017,28423.65039,28492.39063,28369.86914,28476.42969,28476.42969,1616416300
10/12/2017,28431.05078,28528.71094,28343.32031,28459.0293,28459.0293,1579431600
10/11/2017,28622.00977,28625.66016,28330.73047,28389.57031,28389.57031,1874745400
10/10/2017,28334.91992,28503.83984,28260.19922,28490.83008,28490.83008,1388761700
10/9/2017,28440.16992,28488.34961,28282.00977,28326.58984,28326.58984,1745232800
10/6/2017,28626.41016,28626.41016,28377.84961,28458.03906,28458.03906,1967890900
10/4/2017,28311.26953,28521.76953,28311.26953,28379.17969,28379.17969,2095400500
10/3/2017,27884.21094,28194.16016,27737.38086,28173.21094,28173.21094,3430577300
9/29/2017,27492.13086,27581.13086,27383.16016,27554.30078,27554.30078,1665527400
9/28/2017,27661.26953,27665.16016,27421.59961,27421.59961,27421.59961,1968973700
9/27/2017,27503.05078,27673.40039,27503.05078,27642.42969,27642.42969,1812425000
9/26/2017,27308.60938,27567.88086,27300.36914,27513.00977,27513.00977,1683566500
9/25/2017,27851.53906,27851.53906,27476.26953,27500.33984,27500.33984,1800222600
9/22/2017,27949.83008,27960.91992,27845.51953,27880.5293,27880.5293,1379309700
9/21/2017,28091.24023,28184.36914,28046.93945,28110.33008,28110.33008,1625346200
9/20/2017,28099.28906,28149.35938,28013.10938,28127.80078,28127.80078,1496733100
9/19/2017,28200.53906,28248.11914,28032.16992,28051.41016,28051.41016,1601237600
9/18/2017,27971.36914,28160.39063,27917.17969,28159.76953,28159.76953,1546268100
9/15/2017,27736.59961,27893.58008,27514.03906,27807.58984,27807.58984,2164173900
9/14/2017,27788.83984,27895.07031,27699.08984,27777.19922,27777.19922,1650316300
9/13/2017,27984.26953,27984.26953,27751.2793,27894.08008,27894.08008,1437295600
9/12/2017,28068.69922,28071.53906,27883.83008,27972.24023,27972.24023,1313208800
9/11/2017,27877.68945,27976.98047,27859,27955.13086,27955.13086,1381742800
9/8/2017,27571.58984,27708.08984,27569.13086,27668.4707,27668.4707,1416125500
